path	set	score	argmax
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_122__smoothing_heavy.png	filtered_fake	0.947421	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_122__whitening_medium.png	filtered_fake	0.946663	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_122__combined_medium.png	filtered_fake	0.936975	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_122__combined_heavy.png	filtered_fake	0.947334	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_122__eye_enlarging.png	filtered_fake	0.946180	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_122__face_reshaping.png	filtered_fake	0.943417	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_123__smoothing_light.png	filtered_fake	0.927436	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_123__smoothing_medium.png	filtered_fake	0.943592	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_123__smoothing_heavy.png	filtered_fake	0.944550	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_123__whitening_medium.png	filtered_fake	0.059546	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_123__combined_medium.png	filtered_fake	0.939139	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_123__combined_heavy.png	filtered_fake	0.944726	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_123__eye_enlarging.png	filtered_fake	0.038863	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_123__face_reshaping.png	filtered_fake	0.065496	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_124__smoothing_light.png	filtered_fake	0.909593	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_124__smoothing_medium.png	filtered_fake	0.921923	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_124__smoothing_heavy.png	filtered_fake	0.919178	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_124__whitening_medium.png	filtered_fake	0.560610	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_124__combined_medium.png	filtered_fake	0.929667	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_124__combined_heavy.png	filtered_fake	0.932084	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_124__eye_enlarging.png	filtered_fake	0.387477	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_124__face_reshaping.png	filtered_fake	0.619250	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_125__smoothing_light.png	filtered_fake	0.925501	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_125__smoothing_medium.png	filtered_fake	0.932907	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_125__smoothing_heavy.png	filtered_fake	0.924048	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_125__whitening_medium.png	filtered_fake	0.588012	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_125__combined_medium.png	filtered_fake	0.928758	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_125__combined_heavy.png	filtered_fake	0.933326	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_125__eye_enlarging.png	filtered_fake	0.743470	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_125__face_reshaping.png	filtered_fake	0.752955	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_126__smoothing_light.png	filtered_fake	0.914133	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_126__smoothing_medium.png	filtered_fake	0.945219	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_126__smoothing_heavy.png	filtered_fake	0.934732	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_126__whitening_medium.png	filtered_fake	0.836411	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_126__combined_medium.png	filtered_fake	0.944595	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_126__combined_heavy.png	filtered_fake	0.938891	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_126__eye_enlarging.png	filtered_fake	0.554232	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_126__face_reshaping.png	filtered_fake	0.527620	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_127__smoothing_light.png	filtered_fake	0.938708	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_127__smoothing_medium.png	filtered_fake	0.936679	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_127__smoothing_heavy.png	filtered_fake	0.942251	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_127__whitening_medium.png	filtered_fake	0.946524	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_127__combined_medium.png	filtered_fake	0.940634	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_127__combined_heavy.png	filtered_fake	0.941111	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_127__eye_enlarging.png	filtered_fake	0.943171	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_127__face_reshaping.png	filtered_fake	0.946550	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_128__smoothing_light.png	filtered_fake	0.933327	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_128__smoothing_medium.png	filtered_fake	0.945537	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_128__smoothing_heavy.png	filtered_fake	0.946779	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_128__whitening_medium.png	filtered_fake	0.940954	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_128__combined_medium.png	filtered_fake	0.948213	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_128__combined_heavy.png	filtered_fake	0.944201	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_128__eye_enlarging.png	filtered_fake	0.163106	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_128__face_reshaping.png	filtered_fake	0.940990	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_129__smoothing_light.png	filtered_fake	0.931484	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_129__smoothing_medium.png	filtered_fake	0.944488	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_129__smoothing_heavy.png	filtered_fake	0.941362	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_129__whitening_medium.png	filtered_fake	0.150674	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_129__combined_medium.png	filtered_fake	0.944817	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_129__combined_heavy.png	filtered_fake	0.947298	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_129__eye_enlarging.png	filtered_fake	0.141331	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_129__face_reshaping.png	filtered_fake	0.035055	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_130__smoothing_light.png	filtered_fake	0.939187	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_130__smoothing_medium.png	filtered_fake	0.943495	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_130__smoothing_heavy.png	filtered_fake	0.945765	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_130__whitening_medium.png	filtered_fake	0.951885	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_130__combined_medium.png	filtered_fake	0.942982	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_130__combined_heavy.png	filtered_fake	0.944012	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_130__eye_enlarging.png	filtered_fake	0.949458	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_130__face_reshaping.png	filtered_fake	0.945435	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_131__smoothing_light.png	filtered_fake	0.926944	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_131__smoothing_medium.png	filtered_fake	0.944332	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_131__smoothing_heavy.png	filtered_fake	0.942784	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_131__whitening_medium.png	filtered_fake	0.784453	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_131__combined_medium.png	filtered_fake	0.944055	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_131__combined_heavy.png	filtered_fake	0.948267	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_131__eye_enlarging.png	filtered_fake	0.936390	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_131__face_reshaping.png	filtered_fake	0.932421	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_132__smoothing_light.png	filtered_fake	0.157164	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_132__smoothing_medium.png	filtered_fake	0.411807	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_132__smoothing_heavy.png	filtered_fake	0.057104	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_132__whitening_medium.png	filtered_fake	0.041360	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_132__combined_medium.png	filtered_fake	0.272863	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_132__combined_heavy.png	filtered_fake	0.244234	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_132__eye_enlarging.png	filtered_fake	0.042134	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_132__face_reshaping.png	filtered_fake	0.044565	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_133__smoothing_light.png	filtered_fake	0.576854	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_133__smoothing_medium.png	filtered_fake	0.921711	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_133__smoothing_heavy.png	filtered_fake	0.820226	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_133__whitening_medium.png	filtered_fake	0.061370	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_133__combined_medium.png	filtered_fake	0.920376	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_133__combined_heavy.png	filtered_fake	0.741606	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_133__eye_enlarging.png	filtered_fake	0.344650	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_133__face_reshaping.png	filtered_fake	0.763920	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_134__smoothing_light.png	filtered_fake	0.921828	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_134__smoothing_medium.png	filtered_fake	0.927510	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_134__smoothing_heavy.png	filtered_fake	0.916143	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_134__whitening_medium.png	filtered_fake	0.934658	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_134__combined_medium.png	filtered_fake	0.914487	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_134__combined_heavy.png	filtered_fake	0.895776	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_134__eye_enlarging.png	filtered_fake	0.774867	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_134__face_reshaping.png	filtered_fake	0.918090	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_135__smoothing_light.png	filtered_fake	0.874009	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_135__smoothing_medium.png	filtered_fake	0.929789	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_135__smoothing_heavy.png	filtered_fake	0.943263	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_135__whitening_medium.png	filtered_fake	0.627472	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_135__combined_medium.png	filtered_fake	0.946136	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_135__combined_heavy.png	filtered_fake	0.950396	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_135__eye_enlarging.png	filtered_fake	0.623518	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_135__face_reshaping.png	filtered_fake	0.572964	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_136__smoothing_light.png	filtered_fake	0.940133	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_136__smoothing_medium.png	filtered_fake	0.947571	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_136__smoothing_heavy.png	filtered_fake	0.948529	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_136__whitening_medium.png	filtered_fake	0.941734	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_136__combined_medium.png	filtered_fake	0.949137	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_136__combined_heavy.png	filtered_fake	0.945557	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_136__eye_enlarging.png	filtered_fake	0.950526	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_136__face_reshaping.png	filtered_fake	0.943230	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_137__smoothing_light.png	filtered_fake	0.938985	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_137__smoothing_medium.png	filtered_fake	0.948191	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_137__smoothing_heavy.png	filtered_fake	0.946977	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_137__whitening_medium.png	filtered_fake	0.949417	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_137__combined_medium.png	filtered_fake	0.950752	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_137__combined_heavy.png	filtered_fake	0.948547	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_137__eye_enlarging.png	filtered_fake	0.956461	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_137__face_reshaping.png	filtered_fake	0.946883	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_138__smoothing_light.png	filtered_fake	0.892790	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_138__smoothing_medium.png	filtered_fake	0.939537	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_138__smoothing_heavy.png	filtered_fake	0.929193	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_138__whitening_medium.png	filtered_fake	0.195135	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_138__combined_medium.png	filtered_fake	0.944956	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_138__combined_heavy.png	filtered_fake	0.943620	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_138__eye_enlarging.png	filtered_fake	0.233901	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_138__face_reshaping.png	filtered_fake	0.599013	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_139__smoothing_light.png	filtered_fake	0.910184	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_139__smoothing_medium.png	filtered_fake	0.931048	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_139__smoothing_heavy.png	filtered_fake	0.937174	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_139__whitening_medium.png	filtered_fake	0.074479	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_139__combined_medium.png	filtered_fake	0.936162	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_139__combined_heavy.png	filtered_fake	0.936245	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_139__eye_enlarging.png	filtered_fake	0.093442	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_139__face_reshaping.png	filtered_fake	0.083700	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_140__smoothing_light.png	filtered_fake	0.941324	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_140__smoothing_medium.png	filtered_fake	0.939477	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_140__smoothing_heavy.png	filtered_fake	0.942057	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_140__whitening_medium.png	filtered_fake	0.074663	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_140__combined_medium.png	filtered_fake	0.942297	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_140__combined_heavy.png	filtered_fake	0.945826	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_140__eye_enlarging.png	filtered_fake	0.101710	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_140__face_reshaping.png	filtered_fake	0.234728	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_141__smoothing_light.png	filtered_fake	0.937355	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_141__smoothing_medium.png	filtered_fake	0.944648	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_141__smoothing_heavy.png	filtered_fake	0.947692	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_141__whitening_medium.png	filtered_fake	0.784010	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_141__combined_medium.png	filtered_fake	0.943471	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_141__combined_heavy.png	filtered_fake	0.950427	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_141__eye_enlarging.png	filtered_fake	0.778265	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_141__face_reshaping.png	filtered_fake	0.920733	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_142__smoothing_light.png	filtered_fake	0.939098	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_142__smoothing_medium.png	filtered_fake	0.945206	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_142__smoothing_heavy.png	filtered_fake	0.939546	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_142__whitening_medium.png	filtered_fake	0.064530	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_142__combined_medium.png	filtered_fake	0.941890	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_142__combined_heavy.png	filtered_fake	0.939600	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_142__eye_enlarging.png	filtered_fake	0.071931	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_142__face_reshaping.png	filtered_fake	0.074207	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_143__smoothing_light.png	filtered_fake	0.935414	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_143__smoothing_medium.png	filtered_fake	0.949482	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_143__smoothing_heavy.png	filtered_fake	0.944114	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_143__whitening_medium.png	filtered_fake	0.458342	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_143__combined_medium.png	filtered_fake	0.950607	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_143__combined_heavy.png	filtered_fake	0.946010	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_143__eye_enlarging.png	filtered_fake	0.811478	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_143__face_reshaping.png	filtered_fake	0.632833	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_144__smoothing_light.png	filtered_fake	0.929387	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_144__smoothing_medium.png	filtered_fake	0.952680	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_144__smoothing_heavy.png	filtered_fake	0.953049	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_144__whitening_medium.png	filtered_fake	0.377527	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_144__combined_medium.png	filtered_fake	0.953495	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_144__combined_heavy.png	filtered_fake	0.955045	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_144__eye_enlarging.png	filtered_fake	0.168398	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_144__face_reshaping.png	filtered_fake	0.093465	0
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_145__smoothing_light.png	filtered_fake	0.882582	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_145__smoothing_medium.png	filtered_fake	0.937514	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_145__smoothing_heavy.png	filtered_fake	0.921738	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_145__whitening_medium.png	filtered_fake	0.849727	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_145__combined_medium.png	filtered_fake	0.928996	1
C:\My_Project\AIGC\results\research\p1_r8_shadow_composite_tradeoff_20260819\stress_cache\fake_145__combined_heavy.png	filtered_fake	0.640605	1
