image_path,source,condition,condition_type,orig_fake_score,pert_fake_score,fake_score_delta,class_consistency,orig_peak_x,orig_peak_y,pert_peak_x,pert_peak_y,raw_peak_movement_px,expected_geometric_movement_px,face_bbox_found,face_rel_peak_movement,heatmap_overlap_iou_top20,spearman_rho
C:\My_Project\AIGC\stylegan2_test\fake\7DNN5FXAB5.jpg,stylegan2_ood,jpeg_q70,jpeg,0.78668,0.766021,-0.020659,True,143.0,112.0,143.0,112.0,0.0,,True,0.0024,0.9178,0.9923
C:\My_Project\AIGC\stylegan2_test\fake\7DNN5FXAB5.jpg,stylegan2_ood,crop90,crop,0.78668,0.30013,-0.48655,False,143.0,112.0,79.0,80.0,71.55,,True,0.5321,0.3851,0.7009
C:\My_Project\AIGC\stylegan2_test\fake\98O660FSWQ.jpg,stylegan2_ood,translate_+8_+8,translation,0.8199,0.70225,-0.117651,True,143.0,112.0,143.0,112.0,0.0,11.31,True,0.0892,0.6841,0.8927
C:\My_Project\AIGC\stylegan2_test\fake\98O660FSWQ.jpg,stylegan2_ood,translate_-8_-8,translation,0.8199,0.610148,-0.209752,True,143.0,112.0,111.0,111.0,32.02,11.31,True,0.208,0.7848,0.864
C:\My_Project\AIGC\stylegan2_test\fake\98O660FSWQ.jpg,stylegan2_ood,translate_+8_-8,translation,0.8199,0.606823,-0.213077,True,143.0,112.0,112.0,111.0,31.02,11.31,True,0.3322,0.8232,0.8933
C:\My_Project\AIGC\stylegan2_test\fake\98O660FSWQ.jpg,stylegan2_ood,jpeg_q70,jpeg,0.8199,0.803962,-0.015938,True,143.0,112.0,112.0,112.0,31.0,,True,0.2592,0.8506,0.9389
C:\My_Project\AIGC\stylegan2_test\fake\98O660FSWQ.jpg,stylegan2_ood,crop90,crop,0.8199,0.832715,0.012815,True,143.0,112.0,112.0,112.0,31.0,,True,0.2604,0.7851,0.9069
C:\My_Project\AIGC\stylegan2_test\fake\9CT9CLIOZH.jpg,stylegan2_ood,translate_+8_+8,translation,0.827651,0.704772,-0.122879,True,143.0,112.0,112.0,112.0,31.0,11.31,True,0.306,0.7434,0.8931
C:\My_Project\AIGC\stylegan2_test\fake\9CT9CLIOZH.jpg,stylegan2_ood,translate_-8_-8,translation,0.827651,0.709858,-0.117792,True,143.0,112.0,80.0,111.0,63.01,11.31,True,0.4253,0.7278,0.8983
C:\My_Project\AIGC\stylegan2_test\fake\9CT9CLIOZH.jpg,stylegan2_ood,translate_+8_-8,translation,0.827651,0.706045,-0.121606,True,143.0,112.0,112.0,111.0,31.02,11.31,True,0.3038,0.7661,0.9038
C:\My_Project\AIGC\stylegan2_test\fake\9CT9CLIOZH.jpg,stylegan2_ood,jpeg_q70,jpeg,0.827651,0.832901,0.00525,True,143.0,112.0,112.0,112.0,31.0,,True,0.2357,0.8955,0.9313
C:\My_Project\AIGC\stylegan2_test\fake\9CT9CLIOZH.jpg,stylegan2_ood,crop90,crop,0.827651,0.827284,-0.000367,True,143.0,112.0,111.0,112.0,32.0,,True,0.2442,0.8708,0.9449
C:\My_Project\AIGC\stylegan2_test\fake\9ZB4RQT9UA.jpg,stylegan2_ood,translate_+8_+8,translation,0.808479,0.028144,-0.780335,False,112.0,143.0,143.0,112.0,43.84,11.31,True,0.3098,0.6803,0.886
C:\My_Project\AIGC\stylegan2_test\fake\9ZB4RQT9UA.jpg,stylegan2_ood,translate_-8_-8,translation,0.808479,0.02171,-0.786769,False,112.0,143.0,143.0,112.0,43.84,11.31,True,0.3378,0.6904,0.8693
C:\My_Project\AIGC\stylegan2_test\fake\9ZB4RQT9UA.jpg,stylegan2_ood,translate_+8_-8,translation,0.808479,0.022073,-0.786406,False,112.0,143.0,143.0,143.0,31.0,11.31,True,0.1874,0.7663,0.8521
C:\My_Project\AIGC\stylegan2_test\fake\9ZB4RQT9UA.jpg,stylegan2_ood,jpeg_q70,jpeg,0.808479,0.823728,0.015249,True,112.0,143.0,80.0,111.0,45.25,,True,0.3256,0.9089,0.9862
C:\My_Project\AIGC\stylegan2_test\fake\9ZB4RQT9UA.jpg,stylegan2_ood,crop90,crop,0.808479,0.860572,0.052093,True,112.0,143.0,112.0,112.0,31.0,,True,0.2023,0.8076,0.945
C:\My_Project\AIGC\stylegan2_test\fake\BXD2F7KMWA.jpg,stylegan2_ood,translate_+8_+8,translation,0.831769,0.840622,0.008853,True,80.0,112.0,143.0,112.0,63.0,11.31,True,0.4457,0.5644,0.8869
C:\My_Project\AIGC\stylegan2_test\fake\BXD2F7KMWA.jpg,stylegan2_ood,translate_-8_-8,translation,0.831769,0.708582,-0.123187,True,80.0,112.0,80.0,111.0,1.0,11.31,True,0.0816,0.6302,0.8798
C:\My_Project\AIGC\stylegan2_test\fake\BXD2F7KMWA.jpg,stylegan2_ood,translate_+8_-8,translation,0.831769,0.735535,-0.096234,True,80.0,112.0,112.0,111.0,32.02,11.31,True,0.2031,0.65,0.8641
C:\My_Project\AIGC\stylegan2_test\fake\BXD2F7KMWA.jpg,stylegan2_ood,jpeg_q70,jpeg,0.831769,0.836808,0.005039,True,80.0,112.0,143.0,112.0,63.0,,True,0.5094,0.9403,0.9872
C:\My_Project\AIGC\stylegan2_test\fake\BXD2F7KMWA.jpg,stylegan2_ood,crop90,crop,0.831769,0.808968,-0.022801,True,80.0,112.0,143.0,112.0,63.0,,True,0.4846,0.9094,0.9468
C:\My_Project\AIGC\stylegan2_test\fake\DEBW16E2CA.jpg,stylegan2_ood,translate_+8_+8,translation,0.822184,0.202477,-0.619708,False,112.0,112.0,143.0,112.0,31.0,11.31,True,0.1908,0.726,0.9237
C:\My_Project\AIGC\stylegan2_test\fake\DEBW16E2CA.jpg,stylegan2_ood,translate_-8_-8,translation,0.822184,0.238629,-0.583556,False,112.0,112.0,143.0,112.0,31.0,11.31,True,0.3047,0.7435,0.8875
C:\My_Project\AIGC\stylegan2_test\fake\DEBW16E2CA.jpg,stylegan2_ood,translate_+8_-8,translation,0.822184,0.118314,-0.70387,False,112.0,112.0,143.0,112.0,31.0,11.31,True,0.1825,0.7362,0.9182
C:\My_Project\AIGC\stylegan2_test\fake\DEBW16E2CA.jpg,stylegan2_ood,jpeg_q70,jpeg,0.822184,0.821567,-0.000618,True,112.0,112.0,112.0,112.0,0.0,,True,0.0018,0.887,0.9927
C:\My_Project\AIGC\stylegan2_test\fake\DEBW16E2CA.jpg,stylegan2_ood,crop90,crop,0.822184,0.836534,0.01435,True,112.0,112.0,112.0,143.0,31.0,,True,0.1876,0.8571,0.9474
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,translate_+8_+8,translation,0.801401,0.595707,-0.205694,True,111.0,112.0,112.0,112.0,1.0,11.31,True,0.0744,0.4904,0.8151
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,translate_-8_-8,translation,0.801401,0.386964,-0.414437,False,111.0,112.0,80.0,111.0,31.02,11.31,True,0.1797,0.6738,0.9038
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,translate_+8_-8,translation,0.801401,0.231973,-0.569428,False,111.0,112.0,111.0,111.0,1.0,11.31,True,0.0746,0.7253,0.9027
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,jpeg_q70,jpeg,0.801401,0.803362,0.00196,True,111.0,112.0,143.0,112.0,32.0,,True,0.2437,0.9202,0.9825
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,crop90,crop,0.801401,0.288427,-0.512974,False,111.0,112.0,80.0,143.0,43.84,,True,0.2773,0.7708,0.9341
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,translate_+8_+8,translation,0.826909,0.037409,-0.7895,False,80.0,112.0,112.0,112.0,32.0,11.31,True,0.2109,0.6743,0.8849
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,translate_-8_-8,translation,0.826909,0.619202,-0.207707,True,80.0,112.0,112.0,111.0,32.02,11.31,True,0.342,0.6794,0.8956
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,translate_+8_-8,translation,0.826909,0.476681,-0.350228,False,80.0,112.0,112.0,111.0,32.02,11.31,True,0.2082,0.7315,0.8318
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,jpeg_q70,jpeg,0.826909,0.82822,0.001311,True,80.0,112.0,111.0,112.0,31.0,,True,0.2584,0.8909,0.9691
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,crop90,crop,0.826909,0.808062,-0.018847,True,80.0,112.0,111.0,112.0,31.0,,True,0.2596,0.8081,0.9157
C:\My_Project\AIGC\stylegan2_test\fake\LW30200T8S.jpg,stylegan2_ood,translate_+8_+8,translation,0.797981,0.642412,-0.155569,True,143.0,112.0,143.0,112.0,0.0,11.31,True,0.0898,0.688,0.9243
C:\My_Project\AIGC\stylegan2_test\fake\LW30200T8S.jpg,stylegan2_ood,translate_-8_-8,translation,0.797981,0.21833,-0.579652,False,143.0,112.0,112.0,111.0,31.02,11.31,True,0.2025,0.7177,0.8619
C:\My_Project\AIGC\stylegan2_test\fake\LW30200T8S.jpg,stylegan2_ood,translate_+8_-8,translation,0.797981,0.07999,-0.717992,False,143.0,112.0,112.0,111.0,31.02,11.31,True,0.3357,0.791,0.8906
C:\My_Project\AIGC\stylegan2_test\fake\LW30200T8S.jpg,stylegan2_ood,jpeg_q70,jpeg,0.797981,0.78202,-0.015962,True,143.0,112.0,143.0,112.0,0.0,,True,0.0016,0.893,0.9806
C:\My_Project\AIGC\stylegan2_test\fake\LW30200T8S.jpg,stylegan2_ood,crop90,crop,0.797981,0.796081,-0.0019,True,143.0,112.0,111.0,112.0,32.0,,True,0.273,0.7244,0.8714
C:\My_Project\AIGC\stylegan2_test\fake\MHDZUQWTKO.jpg,stylegan2_ood,translate_+8_+8,translation,0.826148,0.169598,-0.65655,False,80.0,112.0,112.0,112.0,32.0,11.31,True,0.2116,0.6365,0.8792
C:\My_Project\AIGC\stylegan2_test\fake\MHDZUQWTKO.jpg,stylegan2_ood,translate_-8_-8,translation,0.826148,0.139287,-0.686861,False,80.0,112.0,80.0,111.0,1.0,11.31,True,0.0801,0.6791,0.901
C:\My_Project\AIGC\stylegan2_test\fake\MHDZUQWTKO.jpg,stylegan2_ood,translate_+8_-8,translation,0.826148,0.302384,-0.523764,False,80.0,112.0,112.0,111.0,32.02,11.31,True,0.2071,0.7315,0.8841
C:\My_Project\AIGC\stylegan2_test\fake\MHDZUQWTKO.jpg,stylegan2_ood,jpeg_q70,jpeg,0.826148,0.822697,-0.003451,True,80.0,112.0,80.0,112.0,0.0,,True,0.0041,0.9326,0.9829
C:\My_Project\AIGC\stylegan2_test\fake\MHDZUQWTKO.jpg,stylegan2_ood,crop90,crop,0.826148,0.852084,0.025936,True,80.0,112.0,80.0,112.0,0.0,,True,0.0254,0.8783,0.9205
C:\My_Project\AIGC\stylegan2_test\fake\RE9I0JZ8XC.jpg,stylegan2_ood,translate_+8_+8,translation,0.842645,0.54081,-0.301834,True,111.0,112.0,112.0,112.0,1.0,11.31,True,0.0785,0.6742,0.8673
C:\My_Project\AIGC\stylegan2_test\fake\RE9I0JZ8XC.jpg,stylegan2_ood,translate_-8_-8,translation,0.842645,0.553389,-0.289255,True,111.0,112.0,143.0,112.0,32.0,11.31,True,0.3384,0.7594,0.8078
C:\My_Project\AIGC\stylegan2_test\fake\RE9I0JZ8XC.jpg,stylegan2_ood,translate_+8_-8,translation,0.842645,0.511978,-0.330667,True,111.0,112.0,112.0,112.0,1.0,11.31,True,0.0802,0.7755,0.853
C:\My_Project\AIGC\stylegan2_test\fake\RE9I0JZ8XC.jpg,stylegan2_ood,jpeg_q70,jpeg,0.842645,0.842229,-0.000416,True,111.0,112.0,112.0,112.0,1.0,,True,0.008,0.8834,0.9813
C:\My_Project\AIGC\stylegan2_test\fake\RE9I0JZ8XC.jpg,stylegan2_ood,crop90,crop,0.842645,0.839563,-0.003081,True,111.0,112.0,143.0,112.0,32.0,,True,0.2448,0.7149,0.9211
C:\My_Project\AIGC\stylegan2_test\fake\T84A6WMUGJ.jpg,stylegan2_ood,translate_+8_+8,translation,0.81775,0.255352,-0.562398,False,80.0,112.0,143.0,112.0,63.0,11.31,True,0.4661,0.5423,0.849
C:\My_Project\AIGC\stylegan2_test\fake\T84A6WMUGJ.jpg,stylegan2_ood,translate_-8_-8,translation,0.81775,0.574443,-0.243307,True,80.0,112.0,80.0,111.0,1.0,11.31,True,0.0788,0.5931,0.8601
C:\My_Project\AIGC\stylegan2_test\fake\T84A6WMUGJ.jpg,stylegan2_ood,translate_+8_-8,translation,0.81775,0.091276,-0.726474,False,80.0,112.0,143.0,111.0,63.01,11.31,True,0.4648,0.6019,0.8821
C:\My_Project\AIGC\stylegan2_test\fake\T84A6WMUGJ.jpg,stylegan2_ood,jpeg_q70,jpeg,0.81775,0.811202,-0.006548,True,80.0,112.0,80.0,112.0,0.0,,True,0.0057,0.885,0.9533
C:\My_Project\AIGC\stylegan2_test\fake\T84A6WMUGJ.jpg,stylegan2_ood,crop90,crop,0.81775,0.820993,0.003242,True,80.0,112.0,112.0,112.0,32.0,,True,0.2658,0.7132,0.8461
C:\My_Project\AIGC\stylegan2_test\fake\U7U3VI9OU9.jpg,stylegan2_ood,translate_+8_+8,translation,0.818958,0.493548,-0.32541,True,143.0,112.0,111.0,112.0,32.0,11.31,True,0.3434,0.7173,0.8518
C:\My_Project\AIGC\stylegan2_test\fake\U7U3VI9OU9.jpg,stylegan2_ood,translate_-8_-8,translation,0.818958,0.111053,-0.707906,False,143.0,112.0,80.0,111.0,63.01,11.31,True,0.4676,0.7625,0.9094
C:\My_Project\AIGC\stylegan2_test\fake\U7U3VI9OU9.jpg,stylegan2_ood,translate_+8_-8,translation,0.818958,0.049191,-0.769767,False,143.0,112.0,112.0,111.0,31.02,11.31,True,0.3337,0.7423,0.8767
C:\My_Project\AIGC\stylegan2_test\fake\U7U3VI9OU9.jpg,stylegan2_ood,jpeg_q70,jpeg,0.818958,0.82043,0.001472,True,143.0,112.0,143.0,112.0,0.0,,True,0.0044,0.895,0.9426
C:\My_Project\AIGC\stylegan2_test\fake\U7U3VI9OU9.jpg,stylegan2_ood,crop90,crop,0.818958,0.843143,0.024185,True,143.0,112.0,112.0,112.0,31.0,,True,0.2641,0.7994,0.9358
C:\My_Project\AIGC\stylegan2_test\fake\VOA1F7DMQ6.jpg,stylegan2_ood,translate_+8_+8,translation,0.807301,0.124023,-0.683278,False,80.0,112.0,112.0,112.0,32.0,11.31,True,0.1932,0.7838,0.9029
C:\My_Project\AIGC\stylegan2_test\fake\VOA1F7DMQ6.jpg,stylegan2_ood,translate_-8_-8,translation,0.807301,0.594786,-0.212515,True,80.0,112.0,80.0,112.0,0.0,11.31,True,0.0816,0.7945,0.9362
C:\My_Project\AIGC\stylegan2_test\fake\VOA1F7DMQ6.jpg,stylegan2_ood,translate_+8_-8,translation,0.807301,0.706897,-0.100404,True,80.0,112.0,112.0,112.0,32.0,11.31,True,0.1929,0.811,0.9318
C:\My_Project\AIGC\stylegan2_test\fake\VOA1F7DMQ6.jpg,stylegan2_ood,jpeg_q70,jpeg,0.807301,0.827492,0.020191,True,80.0,112.0,80.0,112.0,0.0,,True,0.0025,0.9389,0.9732
C:\My_Project\AIGC\stylegan2_test\fake\VOA1F7DMQ6.jpg,stylegan2_ood,crop90,crop,0.807301,0.83073,0.023428,True,80.0,112.0,111.0,112.0,31.0,,True,0.2366,0.7194,0.9029
C:\My_Project\AIGC\stylegan2_test\fake\X0V9IP5OI8.jpg,stylegan2_ood,translate_+8_+8,translation,0.816629,0.023478,-0.793151,False,112.0,112.0,143.0,112.0,31.0,11.31,True,0.189,0.8382,0.9297
C:\My_Project\AIGC\stylegan2_test\fake\X0V9IP5OI8.jpg,stylegan2_ood,translate_-8_-8,translation,0.816629,0.061276,-0.755353,False,112.0,112.0,112.0,112.0,0.0,11.31,True,0.0789,0.8438,0.8646
C:\My_Project\AIGC\stylegan2_test\fake\X0V9IP5OI8.jpg,stylegan2_ood,translate_+8_-8,translation,0.816629,0.024655,-0.791974,False,112.0,112.0,112.0,143.0,31.0,11.31,True,0.2631,0.7644,0.907
C:\My_Project\AIGC\stylegan2_test\fake\X0V9IP5OI8.jpg,stylegan2_ood,jpeg_q70,jpeg,0.816629,0.812819,-0.00381,True,112.0,112.0,112.0,112.0,0.0,,True,0.0005,0.9257,0.9906
C:\My_Project\AIGC\stylegan2_test\fake\X0V9IP5OI8.jpg,stylegan2_ood,crop90,crop,0.816629,0.797426,-0.019203,True,112.0,112.0,143.0,112.0,31.0,,True,0.2219,0.8866,0.9583
C:\My_Project\AIGC\stylegan2_test\fake\XIXEBV6U4Y.jpg,stylegan2_ood,translate_+8_+8,translation,0.820186,0.662449,-0.157737,True,111.0,112.0,143.0,112.0,32.0,11.31,True,0.2116,0.6024,0.9096
C:\My_Project\AIGC\stylegan2_test\fake\XIXEBV6U4Y.jpg,stylegan2_ood,translate_-8_-8,translation,0.820186,0.644843,-0.175343,True,111.0,112.0,80.0,111.0,31.02,11.31,True,0.1935,0.6148,0.8849
C:\My_Project\AIGC\stylegan2_test\fake\XIXEBV6U4Y.jpg,stylegan2_ood,translate_+8_-8,translation,0.820186,0.456988,-0.363198,False,111.0,112.0,112.0,111.0,1.41,11.31,True,0.0782,0.6285,0.894
C:\My_Project\AIGC\stylegan2_test\fake\XIXEBV6U4Y.jpg,stylegan2_ood,jpeg_q70,jpeg,0.820186,0.811064,-0.009122,True,111.0,112.0,111.0,112.0,0.0,,True,0.0018,0.9573,0.9895
C:\My_Project\AIGC\stylegan2_test\fake\XIXEBV6U4Y.jpg,stylegan2_ood,crop90,crop,0.820186,0.828893,0.008707,True,111.0,112.0,111.0,112.0,0.0,,True,0.0028,0.7984,0.9659
C:\My_Project\AIGC\sd2.1\ff\360\768_116.png,truetest_df40,translate_+8_+8,translation,0.80703,0.782332,-0.024698,True,112.0,111.0,143.0,112.0,31.02,11.31,True,0.2046,0.8179,0.8834
C:\My_Project\AIGC\sd2.1\ff\360\768_116.png,truetest_df40,translate_-8_-8,translation,0.80703,0.807925,0.000895,True,112.0,111.0,143.0,111.0,31.0,11.31,True,0.3377,0.7484,0.8711
C:\My_Project\AIGC\sd2.1\ff\360\768_116.png,truetest_df40,translate_+8_-8,translation,0.80703,0.818442,0.011411,True,112.0,111.0,143.0,112.0,31.02,11.31,True,0.2109,0.7653,0.8675
C:\My_Project\AIGC\sd2.1\ff\360\768_116.png,truetest_df40,jpeg_q70,jpeg,0.80703,0.805359,-0.001672,True,112.0,111.0,112.0,111.0,0.0,,True,0.0003,0.9742,0.9949
C:\My_Project\AIGC\sd2.1\ff\360\768_116.png,truetest_df40,crop90,crop,0.80703,0.804967,-0.002063,True,112.0,111.0,112.0,111.0,0.0,,True,0.0018,0.8717,0.9098
C:\My_Project\AIGC\sd2.1\ff\065\324_241.png,truetest_df40,translate_+8_+8,translation,0.829436,0.832142,0.002706,True,80.0,144.0,111.0,144.0,31.0,11.31,True,0.1624,0.7126,0.9335
C:\My_Project\AIGC\sd2.1\ff\065\324_241.png,truetest_df40,translate_-8_-8,translation,0.829436,0.815669,-0.013767,True,80.0,144.0,80.0,143.0,1.0,11.31,True,0.077,0.7475,0.9542
C:\My_Project\AIGC\sd2.1\ff\065\324_241.png,truetest_df40,translate_+8_-8,translation,0.829436,0.839041,0.009605,True,80.0,144.0,143.0,144.0,63.0,11.31,True,0.3855,0.7291,0.8958
C:\My_Project\AIGC\sd2.1\ff\065\324_241.png,truetest_df40,jpeg_q70,jpeg,0.829436,0.838117,0.00868,True,80.0,144.0,111.0,143.0,31.02,,True,0.2164,0.9171,0.9871
C:\My_Project\AIGC\sd2.1\ff\065\324_241.png,truetest_df40,crop90,crop,0.829436,0.83844,0.009003,True,80.0,144.0,80.0,144.0,0.0,,True,0.0221,0.7413,0.9347
C:\My_Project\AIGC\sd2.1\cdf\YouTube-real\00075\Celeb-real_id41_0001_000.png,truetest_df40,translate_+8_+8,translation,0.829158,0.802239,-0.02692,True,112.0,112.0,112.0,143.0,31.0,11.31,True,0.2017,0.7547,0.9557
C:\My_Project\AIGC\sd2.1\cdf\YouTube-real\00075\Celeb-real_id41_0001_000.png,truetest_df40,translate_-8_-8,translation,0.829158,0.820771,-0.008387,True,112.0,112.0,112.0,112.0,0.0,11.31,True,0.0956,0.7932,0.941
C:\My_Project\AIGC\sd2.1\cdf\YouTube-real\00075\Celeb-real_id41_0001_000.png,truetest_df40,translate_+8_-8,translation,0.829158,0.812407,-0.016752,True,112.0,112.0,143.0,112.0,31.0,11.31,True,0.2159,0.8079,0.9388
C:\My_Project\AIGC\sd2.1\cdf\YouTube-real\00075\Celeb-real_id41_0001_000.png,truetest_df40,jpeg_q70,jpeg,0.829158,0.823967,-0.005192,True,112.0,112.0,112.0,112.0,0.0,,True,0.0016,0.9539,0.9923
C:\My_Project\AIGC\sd2.1\cdf\YouTube-real\00075\Celeb-real_id41_0001_000.png,truetest_df40,crop90,crop,0.829158,0.823779,-0.00538,True,112.0,112.0,112.0,112.0,0.0,,True,0.0026,0.8995,0.9726
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id29_0006\20335.png,truetest_df40,translate_+8_+8,translation,0.826265,0.810928,-0.015336,True,143.0,112.0,143.0,112.0,0.0,11.31,True,0.0914,0.9038,0.9442
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id29_0006\20335.png,truetest_df40,translate_-8_-8,translation,0.826265,0.816977,-0.009288,True,143.0,112.0,112.0,143.0,43.84,11.31,True,0.3368,0.8361,0.9432
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id29_0006\20335.png,truetest_df40,translate_+8_-8,translation,0.826265,0.803939,-0.022326,True,143.0,112.0,143.0,112.0,0.0,11.31,True,0.0896,0.8941,0.9506
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id29_0006\20335.png,truetest_df40,jpeg_q70,jpeg,0.826265,0.816948,-0.009317,True,143.0,112.0,143.0,112.0,0.0,,True,0.004,0.918,0.98
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id29_0006\20335.png,truetest_df40,crop90,crop,0.826265,0.819552,-0.006713,True,143.0,112.0,143.0,112.0,0.0,,True,0.0295,0.8523,0.9515
C:\My_Project\AIGC\DiT\cdf\Fake_from_Youtube-real\00070\22616.png,truetest_df40,translate_+8_+8,translation,0.836074,0.816125,-0.019949,True,111.0,112.0,143.0,112.0,32.0,11.31,True,0.198,0.7843,0.9426
C:\My_Project\AIGC\DiT\cdf\Fake_from_Youtube-real\00070\22616.png,truetest_df40,translate_-8_-8,translation,0.836074,0.8277,-0.008374,True,111.0,112.0,112.0,111.0,1.41,11.31,True,0.0894,0.7417,0.9574
C:\My_Project\AIGC\DiT\cdf\Fake_from_Youtube-real\00070\22616.png,truetest_df40,translate_+8_-8,translation,0.836074,0.811244,-0.02483,True,111.0,112.0,143.0,111.0,32.02,11.31,True,0.1948,0.8221,0.973
C:\My_Project\AIGC\DiT\cdf\Fake_from_Youtube-real\00070\22616.png,truetest_df40,jpeg_q70,jpeg,0.836074,0.817777,-0.018297,True,111.0,112.0,111.0,112.0,0.0,,True,0.0042,0.9406,0.9823
C:\My_Project\AIGC\DiT\cdf\Fake_from_Youtube-real\00070\22616.png,truetest_df40,crop90,crop,0.836074,0.840176,0.004102,True,111.0,112.0,112.0,112.0,1.0,,True,0.0062,0.8717,0.9469
C:\My_Project\AIGC\DiT\ff\423\297.png,truetest_df40,translate_+8_+8,translation,0.840353,0.830593,-0.00976,True,112.0,112.0,112.0,112.0,0.0,11.31,True,0.0889,0.8006,0.9143
C:\My_Project\AIGC\DiT\ff\423\297.png,truetest_df40,translate_-8_-8,translation,0.840353,0.836685,-0.003668,True,112.0,112.0,112.0,112.0,0.0,11.31,True,0.0866,0.814,0.9501
C:\My_Project\AIGC\DiT\ff\423\297.png,truetest_df40,translate_+8_-8,translation,0.840353,0.839861,-0.000492,True,112.0,112.0,112.0,111.0,1.0,11.31,True,0.0845,0.8588,0.9199
C:\My_Project\AIGC\DiT\ff\423\297.png,truetest_df40,jpeg_q70,jpeg,0.840353,0.823212,-0.017141,True,112.0,112.0,111.0,112.0,1.0,,True,0.0096,0.9125,0.9899
C:\My_Project\AIGC\DiT\ff\423\297.png,truetest_df40,crop90,crop,0.840353,0.826627,-0.013725,True,112.0,112.0,111.0,112.0,1.0,,True,0.0097,0.8897,0.9612
C:\My_Project\AIGC\DiT\cdf\Fake_from_Youtube-real\00220\19406.png,truetest_df40,translate_+8_+8,translation,0.831414,0.799794,-0.03162,True,111.0,112.0,143.0,112.0,32.0,11.31,True,0.2152,0.7706,0.923
C:\My_Project\AIGC\DiT\cdf\Fake_from_Youtube-real\00220\19406.png,truetest_df40,translate_-8_-8,translation,0.831414,0.845513,0.014099,True,111.0,112.0,112.0,112.0,1.0,11.31,True,0.0948,0.7785,0.9135
C:\My_Project\AIGC\DiT\cdf\Fake_from_Youtube-real\00220\19406.png,truetest_df40,translate_+8_-8,translation,0.831414,0.840249,0.008835,True,111.0,112.0,143.0,112.0,32.0,11.31,True,0.2186,0.8393,0.9054
C:\My_Project\AIGC\DiT\cdf\Fake_from_Youtube-real\00220\19406.png,truetest_df40,jpeg_q70,jpeg,0.831414,0.826849,-0.004566,True,111.0,112.0,111.0,112.0,0.0,,True,0.0017,0.9116,0.9713
C:\My_Project\AIGC\DiT\cdf\Fake_from_Youtube-real\00220\19406.png,truetest_df40,crop90,crop,0.831414,0.832226,0.000812,True,111.0,112.0,80.0,112.0,31.0,,True,0.2316,0.8614,0.9514
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id40_0009\14601.png,truetest_df40,translate_+8_+8,translation,0.83848,0.815282,-0.023198,True,143.0,112.0,111.0,112.0,32.0,11.31,True,0.347,0.7578,0.9254
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id40_0009\14601.png,truetest_df40,translate_-8_-8,translation,0.83848,0.837284,-0.001197,True,143.0,112.0,80.0,112.0,63.0,11.31,True,0.4643,0.8234,0.9527
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id40_0009\14601.png,truetest_df40,translate_+8_-8,translation,0.83848,0.82716,-0.011321,True,143.0,112.0,80.0,112.0,63.0,11.31,True,0.6014,0.7417,0.935
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id40_0009\14601.png,truetest_df40,jpeg_q70,jpeg,0.83848,0.836572,-0.001908,True,143.0,112.0,143.0,112.0,0.0,,True,0.0005,0.8859,0.9852
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id40_0009\14601.png,truetest_df40,crop90,crop,0.83848,0.831335,-0.007145,True,143.0,112.0,143.0,112.0,0.0,,True,0.0253,0.7521,0.9432
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id32_0003\23872.png,truetest_df40,translate_+8_+8,translation,0.872171,0.839125,-0.033046,True,143.0,112.0,112.0,112.0,31.0,11.31,True,0.3268,0.7101,0.9427
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id32_0003\23872.png,truetest_df40,translate_-8_-8,translation,0.872171,0.853688,-0.018483,True,143.0,112.0,112.0,112.0,31.0,11.31,True,0.1952,0.9011,0.9684
